X,Y,PDOP_maxim,HDOP_max,Type_de_co,Type_de_r�,Date_GPS,Heure_GPS,Etat_de_mi,Nom_de_car,Fichiers_d,Positions_,Positions2,Nom_du_dic,Semaine_GP,Seconde_GP,Hauteur_GN,Pr�cisio,Pr�cis_1,D�v_std,Latitude,Longitude,ID_Point
693450.839787939563394,6864838.289033035747707,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:09,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375025.000,108.399,2.8,2.3,,48.883528010,2.910696282,685550
693447.364812344312668,6864842.570887811481953,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:10,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375026.000,108.238,2.8,2.3,,48.883566482,2.910648831,685551
693443.866622617468238,6864847.113015518523753,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:11,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375027.000,108.103,2.8,2.3,,48.883607293,2.910601060,685552
693439.864950086455792,6864852.339413739740849,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:12,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375028.000,107.874,2.7,2.3,,48.883654254,2.910546413,685553
693435.61521531001199,6864858.091464020311832,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:13,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375029.000,107.735,2.7,2.3,,48.883705938,2.910488375,685554
693431.238964404561557,6864863.759791019372642,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:14,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375030.000,107.575,2.8,2.3,,48.883756869,2.910428613,685555
693427.052566385711543,6864869.206276466138661,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:15,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375031.000,107.428,2.8,2.3,,48.883805806,2.910371443,685556
693422.903576308395714,6864874.593676321208477,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:16,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375032.000,107.287,2.8,2.3,,48.883854213,2.910314784,685557
693418.839163979049772,6864879.92624802608043,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:17,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375033.000,107.166,2.7,2.3,,48.883902127,2.910259279,685558
693415.012534841662273,6864884.967283952049911,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:18,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375034.000,107.096,2.8,2.4,,48.883947422,2.910207021,685559
693411.419295355910435,6864889.63282566703856,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:19,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375035.000,107.009,2.9,2.5,,48.883989342,2.910157951,685560
693408.132957268855534,6864894.020461823791265,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:20,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375036.000,106.990,2.9,2.4,,48.884028766,2.910113071,685561
693405.169217570102774,6864897.895031431689858,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:21,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375037.000,106.955,2.7,2.3,,48.884063580,2.910072597,685562
693402.788426092942245,6864901.086642642505467,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:22,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375038.000,106.948,2.7,2.3,,48.884092258,2.910040083,685563
693400.50451278348919,6864904.135691457428038,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:23,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375039.000,106.957,2.7,2.3,,48.884119654,2.910008892,685564
693398.342311753192917,6864907.094068543054163,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:24,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375040.000,107.012,2.9,2.4,,48.884146237,2.909979362,685565
693396.250592084019445,6864909.998986796475947,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:25,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375041.000,107.033,2.9,2.4,,48.884172339,2.909950794,685566
693394.59857836808078,6864912.301188948564231,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:26,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375042.000,107.047,2.9,2.4,,48.884193026,2.909928231,685567
693393.481827157083899,6864913.86928438488394,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:27,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375043.000,107.059,2.9,2.4,,48.884207116,2.909912979,685568
693392.627964767511003,6864915.063795569352806,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:28,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375044.000,107.042,2.9,2.5,,48.884217850,2.909901317,685569
693391.906650650547817,6864916.102838674560189,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:29,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375045.000,107.049,2.9,2.5,,48.884227186,2.909891465,685570
693391.196416278951801,6864917.119293690659106,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:30,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375046.000,107.045,2.9,2.5,,48.884236320,2.909881764,685571
693390.364718701341189,6864918.196753333322704,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:31,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375047.000,107.045,2.8,2.5,,48.884246001,2.909870406,685572
693388.544927601353265,6864920.811590701341629,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:32,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375048.000,107.112,2.9,2.4,,48.884269498,2.909845551,685573
693386.515391808701679,6864923.824637541547418,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:33,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375049.000,107.137,2.9,2.4,,48.884296573,2.909817829,685574
693384.397535148193128,6864926.867152824066579,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:34,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375050.000,107.175,2.8,2.3,,48.884323913,2.909788902,685575
693382.6769094618503,6864929.383371676318347,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:35,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375051.000,107.272,2.9,2.5,,48.884346523,2.909765400,685576
693381.600315167801455,6864931.296639530919492,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:36,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375052.000,107.425,2.7,2.3,,48.884363718,2.909750690,685577
693380.590031916974112,6864932.987529900856316,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:37,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375053.000,107.539,2.8,2.3,,48.884378914,2.909736887,685578
693379.79075586469844,6864934.327052997425199,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:38,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375054.000,107.616,2.8,2.3,,48.884390952,2.909725967,685579
693378.951260034693405,6864935.712538176216185,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:39,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375055.000,107.677,2.9,2.4,,48.884403403,2.909714498,685580
693378.562689486076124,6864936.328942599706352,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:40,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375056.000,107.688,2.9,2.4,,48.884408942,2.909709190,685581
693378.588163414504379,6864936.268719738349319,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:41,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375057.000,107.660,2.9,2.4,,48.884408401,2.909709539,685582
693378.808507802546956,6864935.927470410242677,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:42,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375058.000,107.629,2.9,2.4,,48.884405334,2.909712548,685583
693379.40313740412239,6864935.117895243689418,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:43,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375059.000,107.584,2.9,2.4,,48.884398060,2.909720670,685584
693379.846499006962404,6864933.973661104217172,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:44,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375060.000,107.520,2.8,2.4,,48.884387774,2.909726733,685585
693379.935448840376921,6864933.595106104388833,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:45,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375061.000,107.557,2.8,2.3,,48.884384371,2.909727952,685586
693379.952486525871791,6864933.845457318238914,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:46,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375062.000,107.596,2.8,2.4,,48.884386623,2.909728180,685587
693380.212821232737042,6864935.125684569589794,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:47,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375063.000,107.634,2.9,2.4,,48.884398138,2.909731710,685588
693380.685367680736817,6864936.679334030486643,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:48,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375064.000,107.686,2.8,2.4,,48.884412115,2.909738130,685589
693381.185167594230734,6864938.419258607551455,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:49,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375065.000,107.771,2.8,2.3,,48.884427767,2.909744918,685590
693381.41482138633728,6864940.348394186235964,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:50,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375066.000,107.835,2.8,2.3,,48.884445118,2.909748020,685591
693381.258413273142651,6864942.310374156571925,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:51,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375067.000,107.898,2.8,2.3,,48.884462761,2.909745856,685592
693380.700597077375278,6864944.128436109051108,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:52,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375068.000,107.967,2.8,2.3,,48.884479105,2.909738221,685593
693379.574777691392228,6864945.570200744085014,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:53,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375069.000,108.033,2.8,2.3,,48.884492059,2.909722847,685594
693378.077116913744248,6864946.638573110103607,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:54,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375070.000,108.041,2.7,2.3,,48.884501652,2.909702408,685595
693376.25514009851031,6864947.176235163584352,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:55,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375071.000,108.044,2.7,2.3,,48.884506468,2.909677555,685596
693374.248735721572302,6864947.039531013928354,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:56,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375072.000,108.025,2.7,2.3,,48.884505218,2.909650197,685597
693372.409159597242251,6864946.290060454979539,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:57,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375073.000,108.013,2.8,2.3,,48.884498459,2.909625124,685598
693370.861174079705961,6864944.87712890189141,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:58,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375074.000,107.957,2.8,2.3,,48.884485737,2.909604038,685599
693369.906605598051101,6864942.969846230000257,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:10:59,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375075.000,107.878,2.8,2.3,,48.884468575,2.909591051,685600
693369.765883505577222,6864941.167579309083521,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:00,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375076.000,107.815,2.8,2.3,,48.884452365,2.909589160,685601
693370.204319774406031,6864939.52689656894654,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:01,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375077.000,107.748,2.8,2.3,,48.884437615,2.909595165,685602
693371.249437931226566,6864938.045124309137464,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:02,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375078.000,107.688,2.8,2.3,,48.884424301,2.909609439,685603
693372.995622878195718,6864936.82379116024822,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:03,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375079.000,107.631,2.9,2.6,,48.884413335,2.909633269,685604
693375.295406015706249,6864936.472791643813252,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:04,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375080.000,107.595,2.8,2.3,,48.884410202,2.909664635,685605
693377.511031765141524,6864937.18688028678298,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:05,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375081.000,107.598,2.8,2.3,,48.884416647,2.909694836,685606
693379.151253581163473,6864938.764110899530351,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:06,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375082.000,107.625,2.8,2.3,,48.884430848,2.909717178,685607
693380.050861074007116,6864940.723191555589437,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:07,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375083.000,107.663,2.7,2.3,,48.884448475,2.909729415,685608
693380.184062031796202,6864942.669913737103343,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:08,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375084.000,107.735,2.8,2.3,,48.884465983,2.909731201,685609
693379.756840672227554,6864944.208251273259521,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:09,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375085.000,107.811,2.8,2.3,,48.884479813,2.909725351,685610
693379.175798220559955,6864945.083799209445715,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:10,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375086.000,107.874,2.8,2.3,,48.884487681,2.909717414,685611
693378.057670514332131,6864946.029658164829016,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:11,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375087.000,107.922,2.7,2.3,,48.884496175,2.909702152,685612
693376.504516902263276,6864946.59382988512516,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:12,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375088.000,107.945,2.7,2.3,,48.884501233,2.909680965,685613
693375.01570083911065,6864947.095231434330344,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:13,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375089.000,107.943,2.7,2.3,,48.884505727,2.909660655,685614
693373.788304086425342,6864947.813328360207379,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:14,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375090.000,107.955,2.7,2.3,,48.884512172,2.909643907,685615
693372.075557306641713,6864949.259173339232802,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:15,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375091.000,107.951,2.8,2.3,,48.884525157,2.909620529,685616
693370.058555582305416,6864951.771725826896727,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:16,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375092.000,108.005,2.9,2.4,,48.884547731,2.909592986,685617
693367.634803689084947,6864955.620295020751655,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:17,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375093.000,108.028,2.9,2.4,,48.884582316,2.909559875,685618
693365.622622035676613,6864960.615203994326293,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:18,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375094.000,108.139,3.1,2.6,,48.884627215,2.909532358,685619
693362.848316980525851,6864970.246972158551216,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:20,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375096.000,108.431,2.8,2.3,,48.884713804,2.909494377,685620
693361.876063414034434,6864974.736055697314441,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:21,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375097.000,108.603,2.8,2.3,,48.884754165,2.909481049,685621
693360.946579094510525,6864979.6867073206231,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:22,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375098.000,108.816,2.8,2.3,,48.884798676,2.909468297,685622
693359.858226115698926,6864985.476221051067114,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:23,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375099.000,109.059,2.8,2.3,,48.884850730,2.909453365,685623
693358.437108024256304,6864992.725462133064866,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:24,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375100.000,109.331,2.9,2.5,,48.884915907,2.909433873,685624
693356.927560163429007,6865000.739639419130981,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:25,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375101.000,109.688,2.9,2.5,,48.884987963,2.909413163,685625
693355.581959096249193,6865008.246907841414213,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:26,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375102.000,110.047,3.2,2.6,,48.885055462,2.909394697,685626
693354.516894035739824,6865014.979448421858251,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:27,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375103.000,110.388,2.9,2.5,,48.885115996,2.909380068,685627
693353.544518357142806,6865020.86142882052809,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:28,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375104.000,110.669,3.0,2.5,,48.885168883,2.909366716,685628
693352.848959040245973,6865025.799669754691422,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:29,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375105.000,110.950,3.0,2.5,,48.885213285,2.909357154,685629
693352.201620651991107,6865029.939946165308356,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:30,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375106.000,111.181,2.9,2.5,,48.885250512,2.909348262,685630
693351.510362755041569,6865033.450405680574477,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:31,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375107.000,111.389,2.8,2.3,,48.885282074,2.909338781,685631
693350.065754033625126,6865036.347322790883482,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:32,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375108.000,111.581,2.8,2.3,,48.885308111,2.909319036,685632
693347.457815976929851,6865037.357921008020639,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:33,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375109.000,111.686,2.8,2.3,,48.885317173,2.909283458,685633
693345.131198290036991,6865036.694522527046502,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:34,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375110.000,111.743,2.8,2.3,,48.885311183,2.909251741,685634
693343.920089503400959,6865035.894458778202534,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:35,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375111.000,111.769,2.8,2.3,,48.885303975,2.909235239,685635
693344.03533292573411,6865035.931851814500988,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:36,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375112.000,111.751,2.8,2.3,,48.885304313,2.909236810,685636
693344.629905701149255,6865036.103428786620498,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:37,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375113.000,111.695,2.8,2.3,,48.885305862,2.909244915,685637
693345.609486720408313,6865036.481637393124402,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:38,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375114.000,111.619,2.8,2.4,,48.885309273,2.909258267,685638
693346.641326814657077,6865037.100468534044921,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:39,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375115.000,111.584,2.8,2.3,,48.885314849,2.909272328,685639
693347.305100264959037,6865037.81653805449605,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:40,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375116.000,111.610,2.8,2.3,,48.885321295,2.909281368,685640
693347.692787148291245,6865038.392372221685946,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:41,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375117.000,111.571,2.8,2.3,,48.885326478,2.909286646,685641
693347.534618475474417,6865037.783407684415579,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:42,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375118.000,111.554,2.8,2.3,,48.885321000,2.909284498,685642
693347.640270581003278,6865035.815434055402875,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:43,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375119.000,111.481,2.8,2.3,,48.885303303,2.909285970,685643
693348.4352513612248,6865033.200506786815822,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:44,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375120.000,111.355,2.8,2.3,,48.885279795,2.909296851,685644
693349.549104508128949,6865028.932631156407297,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:45,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375121.000,111.164,2.8,2.3,,48.885241426,2.909312107,685645
693350.56409647280816,6865023.501092175021768,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:46,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375122.000,110.897,2.9,2.4,,48.885192591,2.909326033,685646
693351.604905688087456,6865017.827960824593902,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:47,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375123.000,110.598,2.8,2.3,,48.885141583,2.909340315,685647
693352.684550770907663,6865011.78901026584208,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:48,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375124.000,110.284,2.8,2.4,,48.885087286,2.909355132,685648
693353.875354665680788,6865005.372591645456851,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:49,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375125.000,109.949,2.9,2.4,,48.885029596,2.909371470,685649
693355.140047985943966,6864998.888872065581381,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:11:50,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375126.000,109.600,3.1,2.6,,48.884971301,2.909388817,685650
693356.595514244050719,6864992.414877681061625,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:51,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375127.000,109.285,3.0,2.5,,48.884913095,2.909408766,685651
693358.39116361644119,6864985.679414700716734,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:52,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375128.000,108.971,2.9,2.5,,48.884852542,2.909433357,685652
693360.1333224165719,6864978.995492744259536,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:53,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375129.000,108.675,2.9,2.4,,48.884792452,2.909457218,685653
693361.729110689717345,6864972.49385048635304,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:54,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375130.000,108.386,3.0,2.5,,48.884733999,2.909479080,685654
693363.417038560961373,6864966.276082542724907,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:55,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375131.000,108.154,3.0,2.5,,48.884678100,2.909502194,685655
693365.410654634935781,6864960.489960161037743,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:56,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375132.000,107.918,3.0,2.5,,48.884626086,2.909529470,685656
693367.227324200212024,6864955.480209240689874,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:57,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375133.000,107.778,3.0,2.5,,48.884581052,2.909554321,685657
693368.767236454761587,6864951.35996063426137,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:58,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375134.000,107.662,3.1,2.6,,48.884544015,2.909575383,685658
693370.574343842803501,6864948.347207872197032,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:11:59,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375135.000,107.642,3.2,2.7,,48.884516940,2.909600073,685659
693371.942900447989814,6864945.868658506311476,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:12:00,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375136.000,107.599,2.9,2.5,,48.884494665,2.909618773,685660
693372.510236579459161,6864943.257357900962234,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:12:01,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375137.000,107.615,2.8,2.4,,48.884471187,2.909626550,685661
693372.342682658927515,6864941.273010658100247,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:12:02,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375138.000,107.559,2.8,2.4,,48.884453340,2.909624296,685662
693371.980003272183239,6864940.259751226752996,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:12:03,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375139.000,107.525,3.0,2.8,,48.884444224,2.909619367,685663
693371.617966049816459,6864939.366924917325377,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:12:04,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375140.000,107.463,2.9,2.7,,48.884436191,2.909614444,685664
