X,Y,PDOP_maxim,HDOP_max,Type_de_co,Type_de_r�,Date_GPS,Heure_GPS,Etat_de_mi,Nom_de_car,Fichiers_d,Positions_,Positions2,Nom_du_dic,Semaine_GP,Seconde_GP,Hauteur_GN,Pr�cisio,Pr�cis_1,D�v_std,Latitude,Longitude,ID_Point
693431.717041144496761,6864990.217531300149858,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:31,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375347.000,109.059,2.8,2.4,,48.884894105,2.910433176,685871
693431.71888415759895,6864990.218479515984654,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:32,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375348.000,109.061,2.8,2.4,,48.884894114,2.910433201,685872
693431.721389454090968,6864990.22383083589375,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:33,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375349.000,109.056,2.8,2.4,,48.884894162,2.910433235,685873
693431.716904745670035,6864990.226988157257438,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:34,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375350.000,109.055,2.8,2.4,,48.884894190,2.910433174,685874
693431.716988204279914,6864990.224762954749167,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:35,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375351.000,109.060,2.8,2.4,,48.884894170,2.910433175,685875
693431.719111401238479,6864990.223416212946177,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:36,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375352.000,109.071,2.8,2.4,,48.884894158,2.910433204,685876
693431.719664389151148,6864990.219058086164296,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:37,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375353.000,109.079,2.8,2.4,,48.884894119,2.910433212,685877
693431.726831217878498,6864990.198583614081144,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:38,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375354.000,109.077,2.8,2.4,,48.884893935,2.910433310,685878
693431.732079600682482,6864990.198253167793155,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:39,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375355.000,109.075,2.8,2.4,,48.884893932,2.910433381,685879
693431.730903840623796,6864990.201035883277655,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:40,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375356.000,109.075,2.8,2.4,,48.884893957,2.910433365,685880
693431.773155934875831,6864990.128834254108369,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:41,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375357.000,109.065,2.8,2.4,,48.884893308,2.910433943,685881
693431.881712207337841,6864989.92706087231636,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:42,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375358.000,109.057,2.9,2.5,,48.884891495,2.910435426,685882
693432.123397525749169,6864989.372642586939037,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:43,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375359.000,109.047,2.8,2.4,,48.884886511,2.910438730,685883
693432.495792970177718,6864988.133670497685671,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:44,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375360.000,108.994,2.8,2.4,,48.884875373,2.910443827,685884
693432.599512022454292,6864986.335365782491863,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:45,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375361.000,108.939,2.8,2.4,,48.884859202,2.910445270,685885
693432.074625526205637,6864984.890940109267831,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:46,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375362.000,108.907,2.8,2.4,,48.884846207,2.910438134,685886
693431.616319482214749,6864984.320372566580772,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:47,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375363.000,108.891,2.9,2.4,,48.884841071,2.910431894,685887
693432.284193720202893,6864984.944707592949271,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:48,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375364.000,108.897,2.8,2.4,,48.884846693,2.910440991,685888
693434.976199343800545,6864986.739610227756202,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:49,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375365.000,108.914,2.8,2.4,,48.884862862,2.910477672,685889
693439.480264297919348,6864988.806867456063628,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:50,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375366.000,108.976,2.8,2.4,,48.884881498,2.910539059,685890
693445.458131467457861,6864991.413902310654521,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:51,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375367.000,108.993,2.8,2.4,,48.884905004,2.910620534,685891
693451.698985325638205,6864994.29658233653754,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:52,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375368.000,109.072,2.8,2.4,,48.884930992,2.910705592,685892
693458.781666055088863,6864997.777937937527895,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:53,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375369.000,109.197,2.8,2.4,,48.884962371,2.910802119,685893
693466.979992737993598,6865001.882904367521405,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:54,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375370.000,109.344,2.9,2.4,,48.884999371,2.910913851,685894
693476.24412405572366,6865006.81416633259505,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:55,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375371.000,109.532,2.8,2.4,,48.885043811,2.911040103,685895
693485.659571197582409,6865011.849899439141154,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:15:56,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375372.000,109.687,2.8,2.4,,48.885089193,2.911168418,685896
693495.484571533161215,6865017.079768924042583,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:15:57,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375373.000,109.881,2.9,2.4,,48.885136324,2.911302314,685897
693505.590213023358956,6865022.451075186952949,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:15:58,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375374.000,110.053,2.9,2.4,,48.885184730,2.911440036,685898
693515.932820355053991,6865027.968342016451061,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:15:59,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375375.000,110.227,2.9,2.4,,48.885234451,2.911580987,685899
693526.485831810859963,6865033.58246261626482,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:00,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375376.000,110.486,2.9,2.4,,48.885285045,2.911724806,685900
693537.242809943738393,6865039.087066653184593,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:01,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375377.000,110.659,2.9,2.4,,48.885334656,2.911871408,685901
693548.144408625317737,6865044.743138362653553,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:02,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375378.000,110.862,2.9,2.4,,48.885385630,2.912019980,685902
693559.504803311196156,6865050.650088109076023,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:03,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375379.000,111.099,2.9,2.4,,48.885438864,2.912174805,685903
693571.387127100606449,6865056.868760850280523,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:04,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375380.000,111.326,2.9,2.4,,48.885494908,2.912336743,685904
693583.248410845175385,6865063.214474949985743,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:05,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375381.000,111.565,2.9,2.4,,48.885552093,2.912498393,685905
693595.451939147897065,6865069.805269109085202,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:06,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375382.000,111.759,2.9,2.4,,48.885611485,2.912664706,685906
693608.04150893620681,6865076.619356017559767,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:07,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375383.000,111.995,2.9,2.4,,48.885672889,2.912836280,685907
693621.016405519796535,6865083.565555957145989,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:08,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375384.000,112.199,2.9,2.4,,48.885735485,2.913013107,685908
693634.349928529001772,6865090.649069626815617,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:09,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375385.000,112.468,2.9,2.4,,48.885799318,2.913194823,685909
693647.956693034735508,6865097.88580073043704,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:10,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375386.000,112.796,2.9,2.4,,48.885864532,2.913380263,685910
693661.718205174431205,6865105.33280660584569,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:11,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375387.000,113.116,2.9,2.4,,48.885931639,2.913567811,685911
693675.667903842404485,6865112.930808363482356,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:12,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375388.000,113.400,2.9,2.4,,48.886000104,2.913757923,685912
693689.773705272353254,6865120.681835676543415,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:13,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375389.000,113.639,2.9,2.4,,48.886069947,2.913950163,685913
693703.951240734895691,6865128.565630977042019,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:14,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375390.000,113.951,2.9,2.4,,48.886140985,2.914143378,685914
693718.316639465512708,6865136.349405900575221,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:15,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375391.000,114.248,2.9,2.4,,48.886211124,2.914339158,685915
693732.864829621161334,6865144.120595552958548,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:16,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375392.000,114.541,2.9,2.4,,48.886281152,2.914537431,685916
693747.598881229874678,6865151.863483158871531,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:17,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375393.000,114.862,2.9,2.4,,48.886350927,2.914738240,685917
693762.400192815461196,6865159.533649355173111,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:18,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375394.000,115.253,2.9,2.4,,48.886420048,2.914939967,685918
693777.025599998305552,6865167.267922047525644,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:19,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375395.000,115.624,2.9,2.4,,48.886489744,2.915139295,685919
693791.681411247001961,6865175.054443245753646,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:20,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375396.000,116.005,2.9,2.4,,48.886559909,2.915339038,685920
693806.401588456588797,6865182.834675026126206,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:21,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375397.000,116.421,2.9,2.4,,48.886630018,2.915539659,685921
693821.170993140549399,6865190.631765901111066,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:22,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375398.000,116.817,2.9,2.4,,48.886700279,2.915740952,685922
693836.064146693563089,6865198.523330341093242,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:23,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375399.000,117.260,3.0,2.5,,48.886771390,2.915943931,685923
693851.009256530087441,6865206.526875581592321,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:24,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375400.000,117.678,3.1,2.6,,48.886843508,2.916147617,685924
693865.871027991641313,6865214.537316206842661,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:25,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375401.000,118.212,3.4,2.8,,48.886915688,2.916350168,685925
693880.725858346675523,6865222.44053393881768,1.4,0.9,Non corrige,Geo 7X,2016/08/25,10:16:26,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375402.000,118.919,5.4,4.6,,48.886986902,2.916552626,685926
693895.641207416192628,6865230.11134148389101,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:27,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375403.000,119.689,3.8,3.6,,48.887056027,2.916755914,685927
693910.547289565671235,6865237.786786928772926,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:28,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375404.000,120.642,3.3,3.2,,48.887125193,2.916959075,685928
693925.212900866637938,6865245.640439602546394,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:29,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375405.000,121.457,3.2,3.0,,48.887195959,2.917158955,685929
693939.49008605745621,6865253.56003812327981,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:30,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375406.000,122.497,3.3,3.2,,48.887267315,2.917353538,685930
693954.114859289024025,6865261.229633393697441,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:31,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375407.000,123.300,3.4,2.8,,48.887336424,2.917552865,685931
693968.533871319144964,6865268.5608462812379,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:32,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375408.000,124.082,3.4,2.8,,48.887402489,2.917749391,685932
693982.363136530155316,6865276.055326889269054,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:33,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375409.000,124.986,3.3,3.1,,48.887470016,2.917937874,685933
693996.115037266630679,6865283.56285462807864,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:34,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375410.000,126.063,3.4,2.8,,48.887537659,2.918125301,685934
694009.699416886898689,6865291.048105860128999,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:35,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375411.000,126.922,3.8,3.5,,48.887605100,2.918310445,685935
694023.288535027066246,6865298.597217381931841,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:36,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375412.000,127.882,3.2,2.7,,48.887673115,2.918495653,685936
694037.364522654796019,6865306.015505388379097,1.2,0.7,Non corrige,Geo 7X,2016/08/25,10:16:37,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375413.000,128.649,3.0,2.5,,48.887739958,2.918687503,685937
694051.727491772966459,6865313.401269087567925,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:38,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375414.000,129.301,3.2,3.0,,48.887806511,2.918883267,685938
694065.838939585257322,6865320.710560229606926,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:39,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375415.000,129.905,3.0,2.4,,48.887872373,2.919075603,685939
694079.84618131222669,6865328.031025551259518,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:40,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375416.000,130.512,2.9,2.4,,48.887938334,2.919266518,685940
694093.693898142548278,6865335.49441956076771,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:41,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375417.000,131.148,2.9,2.4,,48.888005579,2.919455256,685941
694107.367701541865245,6865343.020651738159359,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:42,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375418.000,131.814,2.9,2.4,,48.888073388,2.919641622,685942
694120.92390966496896,6865350.256890634074807,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:43,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375419.000,132.518,2.9,2.4,,48.888138587,2.919826389,685943
694134.275747907930054,6865357.424343847669661,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:44,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375420.000,133.247,2.9,2.4,,48.888203165,2.920008371,685944
694147.646042088395916,6865364.253592449240386,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:45,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375421.000,134.031,2.9,2.4,,48.888264702,2.920190609,685945
694160.8868056073552,6865371.07646662928164,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:46,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375422.000,134.775,2.9,2.4,,48.888326180,2.920371081,685946
694173.997232612688094,6865378.00301668792963,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:47,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375423.000,135.443,2.9,2.4,,48.888388589,2.920549775,685947
694186.874864143203013,6865385.165182573720813,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:48,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375424.000,136.263,2.9,2.4,,48.888453114,2.920725291,685948
694199.928804841241799,6865392.099683048203588,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:49,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375425.000,137.075,2.9,2.4,,48.888515593,2.920903215,685949
694212.996272031567059,6865399.263850037008524,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:50,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375426.000,137.889,2.9,2.4,,48.888580138,2.921081322,685950
694226.291674003354274,6865406.531380109488964,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:51,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375427.000,138.655,2.9,2.4,,48.888645614,2.921262535,685951
694239.91977381776087,6865413.875098410993814,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:52,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375428.000,139.444,2.9,2.4,,48.888711777,2.921448285,685952
694253.858611968462355,6865421.285989574156702,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:53,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375429.000,140.242,2.9,2.4,,48.888778548,2.921638272,685953
694267.973872369504534,6865428.709256323985755,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:54,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375430.000,141.051,2.9,2.4,,48.888845430,2.921830665,685954
694282.147211729548872,6865436.104732976295054,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:55,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375431.000,141.761,2.9,2.4,,48.888912064,2.922023852,685955
694296.402428177301772,6865443.612115138210356,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:56,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375432.000,142.376,2.9,2.4,,48.888979703,2.922218154,685956
694310.767707820283249,6865451.296182190999389,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:57,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375433.000,142.886,2.9,2.4,,48.889048933,2.922413955,685957
694325.291692077531479,6865459.071266764774919,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:58,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375434.000,143.443,2.9,2.4,,48.889118982,2.922611919,685958
694339.980134131154045,6865466.88252464774996,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:16:59,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375435.000,143.971,2.9,2.4,,48.889189357,2.922812127,685959
694354.706581479054876,6865474.711352333426476,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:17:00,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375436.000,144.515,2.9,2.4,,48.889259891,2.923012853,685960
694369.245123263448477,6865482.425946327857673,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:17:01,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375437.000,145.029,2.9,2.4,,48.889329395,2.923211018,685961
694383.302326960954815,6865490.054728263057768,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:17:02,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375438.000,145.541,2.9,2.4,,48.889398123,2.923402621,685962
694397.246682755532674,6865497.418772557750344,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:17:03,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375439.000,146.070,2.9,2.4,,48.889464469,2.923592689,685963
694410.914762461790815,6865504.634961938485503,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:17:04,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375440.000,146.476,2.9,2.4,,48.889529482,2.923778992,685964
694424.288374788244255,6865511.729920609854162,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:17:05,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375441.000,146.973,2.9,2.4,,48.889593403,2.923961281,685965
694437.376943067880347,6865518.71012738160789,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:17:06,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375442.000,147.388,2.9,2.4,,48.889656289,2.924139685,685966
694450.182461321121082,6865525.612941788509488,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:17:07,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375443.000,147.834,2.9,2.4,,48.889718476,2.924314230,685967
694462.92533321317751,6865532.50416293181479,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:17:08,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375444.000,148.219,2.9,2.4,,48.889780558,2.924487921,685968
694475.786104397615418,6865539.455007268115878,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:17:09,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375445.000,148.458,2.9,2.4,,48.889843177,2.924663220,685969
694488.796886294498108,6865546.288733737543225,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:17:10,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375446.000,148.700,2.9,2.4,,48.889904743,2.924840566,685970
694501.652428445755504,6865552.948614598251879,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:17:11,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375447.000,148.923,2.8,2.3,,48.889964745,2.925015798,685971
694514.061992859933525,6865559.464685176499188,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:17:12,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375448.000,149.119,2.9,2.4,,48.890023450,2.925184950,685972
694526.009415156440809,6865565.938107944093645,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:17:13,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375449.000,149.295,2.9,2.4,,48.890081766,2.925347801,685973
694537.700427636387758,6865572.179272912442684,1.1,0.7,Non corrige,Geo 7X,2016/08/25,10:17:14,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375450.000,149.465,2.9,2.4,,48.890137992,2.925507158,685974
694549.086756580742076,6865578.211773089133203,1.2,0.7,Non corrige,Geo 7X,2016/08/25,10:17:15,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375451.000,149.653,3.0,2.5,,48.890192338,2.925662363,685975
694560.022525918902829,6865584.029531921260059,1.2,0.7,Non corrige,Geo 7X,2016/08/25,10:17:16,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375452.000,149.790,2.9,2.4,,48.890244750,2.925811427,685976
694570.50897339428775,6865589.645803653635085,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:17:17,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375453.000,149.963,2.9,2.4,,48.890295345,2.925954366,685977
694580.535108261276037,6865595.072834245860577,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:17:18,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375454.000,150.111,2.9,2.4,,48.890344234,2.926091029,685978
694590.136093098437414,6865600.252364539541304,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:17:19,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375455.000,150.269,2.9,2.4,,48.890390894,2.926221898,685979
694599.494795242091641,6865605.124514518305659,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:17:20,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375456.000,150.407,2.8,2.3,,48.890434788,2.926349468,685980
694608.263959010830149,6865609.818477692082524,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:17:21,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375457.000,150.533,2.9,2.4,,48.890477074,2.926468999,685981
694616.450724498135969,6865614.120726195164025,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:17:22,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375458.000,150.644,2.9,2.4,,48.890515832,2.926580593,685982
694624.170855341595598,6865618.260337104089558,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:17:23,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375459.000,150.671,2.9,2.4,,48.890553124,2.926685826,685983
694631.463404498528689,6865622.155313839204609,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:17:24,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375460.000,150.723,2.9,2.4,,48.890588212,2.926785231,685984
694638.377796235727146,6865625.831846842542291,1.0,0.6,Non corrige,Geo 7X,2016/08/25,10:17:25,Nouveau,Pntposn,MAJEC_082510A.SSF,1,1,,1911,375461.000,150.776,2.9,2.4,,48.890621332,2.926879481,685985
